City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
232,Bandarbeyla,SO,2020-04-19 06:33:54,9.49,50.81,82.99,60,72,3.85,broken clouds,0.0,0.0
233,Otacilio Costa,BR,2020-04-19 06:37:21,-27.48,-50.12,54.48,76,56,3.44,broken clouds,0.0,0.0
234,Masuguru,TZ,2020-04-19 06:37:22,-11.37,38.42,74.98,84,95,7.2,overcast clouds,0.0,0.0
235,Angoche,MZ,2020-04-19 06:37:22,-16.23,39.91,80.38,81,14,10.16,light rain,0.75,0.0
236,Hue,VN,2020-04-19 06:37:22,16.47,107.6,91.4,63,20,8.05,few clouds,0.0,0.0
237,Walsrode,DE,2020-04-19 06:37:22,52.87,9.6,45.0,59,0,8.99,clear sky,0.0,0.0
238,Kruisfontein,ZA,2020-04-19 06:33:15,-34.0,24.73,70.2,32,29,9.4,scattered clouds,0.0,0.0
239,Trofors,NO,2020-04-19 06:37:23,65.53,13.41,42.8,93,90,5.82,light intensity shower rain,0.0,0.0
240,Saint George,US,2020-04-19 06:33:34,37.1,-113.58,57.0,54,1,4.7,clear sky,0.0,0.0
241,Havre-Saint-Pierre,CA,2020-04-19 06:37:23,50.23,-63.6,28.4,68,1,2.24,clear sky,0.0,0.0
242,Linqiong,CN,2020-04-19 06:35:53,30.42,103.46,72.0,72,75,2.48,broken clouds,0.0,0.0
243,Malyye Derbety,RU,2020-04-19 06:37:23,47.95,44.68,52.3,63,91,4.12,overcast clouds,0.0,0.0
244,Kaputa,ZM,2020-04-19 06:37:24,-8.47,29.66,69.39,65,99,6.62,overcast clouds,0.0,0.0
245,Salalah,OM,2020-04-19 06:34:40,17.02,54.09,84.2,70,75,9.17,broken clouds,0.0,0.0
246,Sorland,NO,2020-04-19 06:37:24,67.67,12.69,41.04,87,99,8.72,overcast clouds,0.0,0.0
247,Lagoa,PT,2020-04-19 06:33:23,39.05,-27.98,60.19,64,59,21.9,light rain,0.12,0.0
248,Northam,GB,2020-04-19 06:37:25,51.03,-4.22,52.0,98,65,1.01,broken clouds,0.0,0.0
249,Antofagasta,CL,2020-04-19 06:37:25,-23.65,-70.4,59.0,87,27,3.36,scattered clouds,0.0,0.0
250,Aitape,PG,2020-04-19 06:37:25,-3.14,142.35,87.31,63,4,4.97,light rain,0.25,0.0
251,Hokitika,NZ,2020-04-19 06:34:58,-42.72,170.97,53.64,73,66,13.49,light rain,2.93,0.0
252,Rijeka,HR,2020-04-19 06:37:26,45.34,14.41,59.0,62,86,0.18,overcast clouds,0.0,0.0
253,Bereda,ES,2020-04-19 06:37:26,43.27,-7.54,50.0,1,80,1.01,broken clouds,0.0,0.0
254,Banihal,IN,2020-04-19 06:37:26,33.42,75.2,62.4,27,46,3.87,light rain,0.82,0.0
255,Chiredzi,ZW,2020-04-19 06:37:26,-21.05,31.67,69.22,71,51,7.56,broken clouds,0.0,0.0
256,Jardim,BR,2020-04-19 06:35:51,-21.48,-56.14,63.09,72,28,4.25,scattered clouds,0.0,0.0
257,Jennings,US,2020-04-19 06:37:27,38.72,-90.26,52.0,70,90,9.17,overcast clouds,0.0,0.0
258,Toora-Khem,RU,2020-04-19 06:37:27,52.47,96.11,51.57,28,0,3.85,clear sky,0.0,0.0
259,Butaritari,KI,2020-04-19 06:37:27,3.07,172.79,83.55,80,99,16.55,light rain,0.46,0.0
260,Sitka,US,2020-04-19 06:37:28,57.05,-135.33,44.6,93,20,11.41,few clouds,0.0,0.0
261,Shenjiamen,CN,2020-04-19 06:37:28,29.96,122.3,60.48,91,100,18.23,light rain,0.47,0.0
262,Matagami,CA,2020-04-19 06:32:33,49.75,-77.63,37.4,69,90,8.05,light rain,0.0,0.0
263,Rio Gallegos,AR,2020-04-19 06:34:04,-51.62,-69.22,41.0,62,91,12.75,overcast clouds,0.0,0.0
264,Murmashi,RU,2020-04-19 06:37:29,68.82,32.81,35.6,80,75,6.71,broken clouds,0.0,0.0
265,Mount Gambier,AU,2020-04-19 06:37:29,-37.83,140.77,62.6,59,75,12.75,broken clouds,0.0,0.0
266,Beatrice,US,2020-04-19 06:37:29,40.27,-96.75,48.2,70,1,11.41,clear sky,0.0,0.0
267,East London,ZA,2020-04-19 06:37:29,-33.02,27.91,69.8,64,0,11.41,clear sky,0.0,0.0
268,Leticia,CO,2020-04-19 06:33:28,-4.22,-69.94,77.0,100,40,1.28,scattered clouds,0.0,0.0
269,Myrtle Beach,US,2020-04-19 06:37:29,33.69,-78.89,64.4,48,1,8.05,clear sky,0.0,0.0
270,Bonthe,SL,2020-04-19 06:37:30,7.53,-12.51,78.51,80,100,4.12,overcast clouds,0.0,0.0
271,Semey,KZ,2020-04-19 06:37:30,50.41,80.23,68.0,26,0,4.47,clear sky,0.0,0.0
272,Bengkulu,ID,2020-04-19 06:37:30,-3.8,102.27,88.32,58,81,4.29,broken clouds,0.0,0.0
273,Wonthaggi,AU,2020-04-19 06:37:30,-38.6,145.59,61.0,64,61,4.36,broken clouds,0.0,0.0
274,Aksarka,RU,2020-04-19 06:32:48,66.56,67.8,33.66,98,100,3.98,light rain,0.98,0.0
275,Chokurdakh,RU,2020-04-19 06:37:31,70.63,147.92,8.62,93,100,12.53,light snow,0.0,0.11
276,The Valley,AI,2020-04-19 06:37:31,18.22,-63.06,79.0,78,20,9.17,few clouds,0.0,0.0
277,Muriwai Beach,NZ,2020-04-19 06:36:19,-36.82,174.45,62.01,95,100,8.12,light rain,0.64,0.0
278,Sukhobezvodnoye,RU,2020-04-19 06:37:32,57.05,44.89,41.81,61,40,6.38,scattered clouds,0.0,0.0
279,Aksu,CN,2020-04-19 06:37:32,41.12,80.26,65.93,24,100,5.66,overcast clouds,0.0,0.0
280,Ormara,PK,2020-04-19 06:37:32,25.21,64.64,84.76,49,49,9.86,scattered clouds,0.0,0.0
281,Saint-Joseph,RE,2020-04-19 06:37:32,-21.37,55.62,82.4,65,20,23.04,few clouds,0.0,0.0
282,Saldanha,ZA,2020-04-19 06:37:32,-33.01,17.94,57.2,93,100,11.41,overcast clouds,0.0,0.0
283,Muhos,FI,2020-04-19 06:37:33,64.81,25.99,35.6,74,40,6.93,scattered clouds,0.0,0.0
284,Bay Roberts,CA,2020-04-19 06:37:33,47.6,-53.26,28.99,44,73,4.27,broken clouds,0.0,0.0
285,Atambua,ID,2020-04-19 06:37:33,-9.11,124.89,81.59,61,30,1.88,scattered clouds,0.0,0.0
286,Esmeraldas,BR,2020-04-19 06:33:22,-19.76,-44.31,66.2,88,99,4.7,overcast clouds,0.0,0.0
287,Bilma,NE,2020-04-19 06:37:34,18.69,12.92,82.45,13,20,5.37,few clouds,0.0,0.0
288,Fairbanks,US,2020-04-19 06:37:34,64.84,-147.72,42.8,93,90,4.7,overcast clouds,0.0,0.0
289,Vostok,RU,2020-04-19 06:33:23,46.49,135.88,55.56,30,41,9.13,scattered clouds,0.0,0.0
290,Usinsk,RU,2020-04-19 06:37:34,65.99,57.53,30.94,99,100,3.74,overcast clouds,0.0,0.0
291,Dowa,MW,2020-04-19 06:37:34,-13.65,33.94,64.4,93,75,11.41,broken clouds,0.0,0.0
292,Pasighat,IN,2020-04-19 06:37:35,28.07,95.33,74.16,66,97,1.07,light rain,1.5,0.0
293,Beba,CU,2020-04-19 06:37:35,22.44,-79.73,73.4,100,5,2.24,clear sky,0.0,0.0
294,Kisanga,TZ,2020-04-19 06:37:35,-7.44,37.7,78.4,80,82,4.36,light rain,0.42,0.0
295,Touros,BR,2020-04-19 06:37:35,-5.2,-35.46,77.0,100,75,4.7,broken clouds,0.0,0.0
296,Bani,DO,2020-04-19 06:37:35,18.28,-70.33,74.75,77,0,7.43,clear sky,0.0,0.0
297,Bronnoysund,NO,2020-04-19 06:37:36,65.46,12.2,42.8,93,90,5.82,light intensity shower rain,0.0,0.0
298,Melville,US,2020-04-19 06:34:46,40.79,-73.42,41.0,60,1,6.93,clear sky,0.0,0.0
299,Brigantine,US,2020-04-19 06:37:36,39.41,-74.36,41.0,69,1,3.36,clear sky,0.0,0.0
300,Kloulklubed,PW,2020-04-19 06:34:35,7.04,134.26,86.0,74,90,11.41,overcast clouds,0.0,0.0
301,Camacha,PT,2020-04-19 06:37:36,33.08,-16.33,60.8,77,40,12.75,scattered clouds,0.0,0.0
302,Tarnos,FR,2020-04-19 06:37:37,43.54,-1.46,55.99,100,90,2.24,overcast clouds,0.0,0.0
303,Dolores,AR,2020-04-19 06:37:37,-36.31,-57.68,58.3,77,1,9.84,clear sky,0.0,0.0
304,Sarkand,KZ,2020-04-19 06:37:37,45.41,79.92,62.8,24,0,5.35,clear sky,0.0,0.0
305,Varzea Grande,BR,2020-04-19 06:37:37,-15.65,-56.13,73.4,94,75,2.24,broken clouds,0.0,0.0
306,Kattivakkam,IN,2020-04-19 06:37:38,13.22,80.32,93.2,56,40,9.17,scattered clouds,0.0,0.0
307,Kutum,SD,2020-04-19 06:37:38,14.2,24.67,75.88,15,43,7.4,scattered clouds,0.0,0.0
308,Isangel,VU,2020-04-19 06:37:38,-19.55,169.27,77.0,88,75,5.82,broken clouds,0.0,0.0
309,Karratha,AU,2020-04-19 06:37:38,-20.74,116.85,92.75,36,42,12.93,scattered clouds,0.0,0.0
310,Meulaboh,ID,2020-04-19 06:34:19,4.14,96.13,87.15,64,48,4.27,light rain,0.61,0.0
311,Rawson,AR,2020-04-19 06:37:39,-43.3,-65.1,64.49,39,97,21.7,overcast clouds,0.0,0.0
312,Itarema,BR,2020-04-19 06:37:39,-2.92,-39.92,75.7,87,4,4.27,clear sky,0.0,0.0
313,Birao,CF,2020-04-19 06:37:39,10.28,22.79,82.06,12,100,2.66,overcast clouds,0.0,0.0
314,Nome,US,2020-04-19 06:33:20,64.5,-165.41,35.6,93,90,4.7,light rain,0.0,0.0
315,Jinxiang,CN,2020-04-19 06:37:40,22.86,115.7,82.0,72,14,5.99,few clouds,0.0,0.0
316,Plettenberg Bay,ZA,2020-04-19 06:34:16,-34.05,23.37,76.91,31,56,10.65,broken clouds,0.0,0.0
317,Chapais,CA,2020-04-19 06:37:40,49.78,-74.85,35.6,59,90,14.99,overcast clouds,0.0,0.0
318,Marawi,PH,2020-04-19 06:33:06,8.0,124.29,76.68,65,98,3.22,light rain,2.85,0.0
319,Turinsk,RU,2020-04-19 06:33:03,58.05,63.7,47.7,52,0,10.78,clear sky,0.0,0.0
320,Veinticinco De Mayo,AR,2020-04-19 06:37:41,-35.43,-60.17,58.5,71,3,10.31,clear sky,0.0,0.0
321,Kamenka,RU,2020-04-19 06:32:51,51.32,42.77,46.99,49,6,7.0,clear sky,0.0,0.0
322,Riyadh,SA,2020-04-19 06:37:01,24.69,46.72,73.4,56,90,8.05,dust,0.0,0.0
323,Atlantic City,US,2020-04-19 06:37:41,39.36,-74.42,41.0,69,1,3.36,clear sky,0.0,0.0
324,Ferme-Neuve,CA,2020-04-19 06:37:42,46.7,-75.45,33.1,83,86,7.96,overcast clouds,0.0,0.0
325,Ixtapa,MX,2020-04-19 06:37:42,20.7,-105.2,73.4,83,75,4.7,broken clouds,0.0,0.0
326,Upernavik,GL,2020-04-19 06:33:15,72.79,-56.15,20.17,93,98,14.92,overcast clouds,0.0,0.0
327,Gao,ML,2020-04-19 06:37:42,16.64,1.64,81.73,13,27,8.9,scattered clouds,0.0,0.0
328,Denpasar,ID,2020-04-19 06:35:06,-8.65,115.22,89.6,70,40,8.05,scattered clouds,0.0,0.0
329,Obihiro,JP,2020-04-19 06:37:43,42.92,143.2,51.8,37,40,12.75,scattered clouds,0.0,0.0
330,Anadyr,RU,2020-04-19 06:37:43,64.75,177.48,15.8,85,90,13.42,light snow,0.0,0.0
331,Leningradskiy,RU,2020-04-19 06:37:43,69.38,178.42,4.48,89,20,7.56,few clouds,0.0,0.0
332,Labuhan,ID,2020-04-19 06:37:44,-6.88,112.21,89.38,61,65,1.5,light rain,0.15,0.0
333,Nelson Bay,AU,2020-04-19 06:33:48,-32.72,152.15,70.0,60,3,9.17,light rain,0.65,0.0
334,Celestun,MX,2020-04-19 06:37:44,20.87,-90.4,83.17,66,0,17.02,clear sky,0.0,0.0
335,Hasaki,JP,2020-04-19 06:37:44,35.73,140.83,68.0,59,20,20.8,few clouds,0.0,0.0
336,Narsaq,GL,2020-04-19 06:37:44,60.92,-46.05,26.6,73,100,2.24,light shower snow,0.0,0.0
337,Mahuva,IN,2020-04-19 06:37:45,21.09,71.76,93.56,34,50,4.76,scattered clouds,0.0,0.0
338,Mount Darwin,ZW,2020-04-19 06:37:45,-16.77,31.58,68.25,56,22,5.82,few clouds,0.0,0.0
339,Hualmay,PE,2020-04-19 06:37:45,-11.1,-77.61,69.1,82,17,4.85,few clouds,0.0,0.0
340,Laksham,BD,2020-04-19 06:37:45,23.25,91.14,93.81,47,9,10.18,clear sky,0.0,0.0
341,Bathsheba,BB,2020-04-19 06:37:45,13.22,-59.52,80.6,69,40,19.46,scattered clouds,0.0,0.0
342,Praia Da Vitoria,PT,2020-04-19 06:37:46,38.73,-27.07,62.6,77,20,22.06,few clouds,0.0,0.0
343,Viedma,AR,2020-04-19 06:37:46,-40.81,-63.0,68.85,52,63,9.44,broken clouds,0.0,0.0
344,Turukhansk,RU,2020-04-19 06:37:46,65.82,87.98,46.09,61,100,20.22,overcast clouds,0.0,0.0
345,Maumere,ID,2020-04-19 06:37:46,-8.62,122.21,85.46,66,1,5.01,clear sky,0.0,0.0
346,Bull Savanna,JM,2020-04-19 06:37:47,17.89,-77.59,73.76,80,10,5.08,clear sky,0.0,0.0
347,North Platte,US,2020-04-19 06:33:29,41.12,-100.77,46.99,61,1,8.05,clear sky,0.0,0.0
348,Vangaindrano,MG,2020-04-19 06:37:47,-23.35,47.6,76.73,84,32,6.4,light rain,1.25,0.0
349,Te Anau,NZ,2020-04-19 06:37:47,-45.42,167.72,45.41,67,48,9.01,light rain,0.69,0.0
350,Jawhar,SO,2020-04-19 06:37:48,2.78,45.5,87.84,53,97,6.44,light rain,0.5,0.0
351,Peterhead,GB,2020-04-19 06:37:48,57.51,-1.8,42.01,93,75,2.24,broken clouds,0.0,0.0
352,Neiafu,TO,2020-04-19 06:33:48,-18.65,-173.98,82.4,83,40,9.17,scattered clouds,0.0,0.0
353,Quesnel,CA,2020-04-19 06:37:48,53.0,-122.5,37.4,69,20,2.19,few clouds,0.0,0.0
354,Laguna,US,2020-04-19 06:33:47,38.42,-121.42,55.0,71,1,8.05,clear sky,0.0,0.0
355,Lingao,CN,2020-04-19 06:37:48,19.91,109.69,83.88,60,26,6.96,scattered clouds,0.0,0.0
356,Eravur,LK,2020-04-19 06:37:49,7.77,81.61,90.0,58,29,9.28,scattered clouds,0.0,0.0
357,Placerville,US,2020-04-19 06:37:49,38.73,-120.8,48.99,93,1,3.36,clear sky,0.0,0.0
358,Hambantota,LK,2020-04-19 06:37:49,6.12,81.12,86.76,71,12,11.45,light rain,0.14,0.0
359,Ende,ID,2020-04-19 06:37:49,-8.84,121.66,83.7,70,6,3.4,clear sky,0.0,0.0
360,Pandamatenga,BW,2020-04-19 06:37:49,-18.53,25.63,67.93,51,88,11.95,overcast clouds,0.0,0.0
361,Ulaangom,MN,2020-04-19 06:37:50,49.98,92.07,42.44,41,0,4.83,clear sky,0.0,0.0
362,Ouallam,NE,2020-04-19 06:37:50,14.32,2.09,82.72,24,2,10.49,clear sky,0.0,0.0
363,Raudeberg,NO,2020-04-19 06:37:50,61.99,5.14,48.0,75,4,3.36,clear sky,0.0,0.0
364,Verkhnevilyuysk,RU,2020-04-19 06:37:50,63.45,120.32,22.84,87,97,7.16,overcast clouds,0.0,0.0
365,Diplo,PK,2020-04-19 06:37:50,24.47,69.58,97.14,23,61,16.46,broken clouds,0.0,0.0
366,Arusha,TZ,2020-04-19 06:37:51,-3.37,36.68,68.0,100,90,2.86,moderate rain,0.0,0.0
367,Kahului,US,2020-04-19 06:35:26,20.89,-156.47,73.4,73,1,13.87,clear sky,0.0,0.0
368,Ostrovnoy,RU,2020-04-19 06:32:51,68.05,39.51,32.65,96,100,17.11,light snow,0.0,1.29
369,Kigoma,TZ,2020-04-19 06:37:51,-4.88,29.63,68.0,100,90,3.22,moderate rain,0.0,0.0
370,Catuday,PH,2020-04-19 06:37:51,16.29,119.81,85.14,67,67,12.24,broken clouds,0.0,0.0
371,Labrea,BR,2020-04-19 06:37:52,-7.26,-64.8,72.64,92,89,1.63,light rain,0.28,0.0
372,Porto Novo,BJ,2020-04-19 06:37:52,6.5,2.6,84.2,83,40,10.29,scattered clouds,0.0,0.0
373,Maneadero,MX,2020-04-19 06:35:14,31.72,-116.57,60.01,79,45,5.99,scattered clouds,0.0,0.0
374,Zhaotong,CN,2020-04-19 06:35:13,27.32,103.72,62.78,36,95,3.49,overcast clouds,0.0,0.0
375,Guerrero Negro,MX,2020-04-19 06:37:52,27.98,-114.06,60.12,77,2,17.56,clear sky,0.0,0.0
376,Mayo,US,2020-04-19 06:37:53,38.89,-76.51,39.99,69,1,4.94,clear sky,0.0,0.0
377,Port Blair,IN,2020-04-19 06:37:13,11.67,92.75,84.69,75,14,9.62,light rain,0.24,0.0
378,Pontes E Lacerda,BR,2020-04-19 06:37:53,-15.23,-59.34,68.34,85,59,1.59,broken clouds,0.0,0.0
379,Korcula,HR,2020-04-19 06:37:53,42.96,17.14,60.08,68,100,5.03,overcast clouds,0.0,0.0
380,Vestmannaeyjar,IS,2020-04-19 06:33:44,63.44,-20.27,45.88,95,100,20.33,light rain,0.55,0.0
381,Saint-Augustin,CA,2020-04-19 06:37:54,51.23,-58.65,22.73,94,4,8.32,clear sky,0.0,0.0
382,Indianola,US,2020-04-19 06:37:21,41.36,-93.56,50.0,61,75,8.05,broken clouds,0.0,0.0
383,Grand Gaube,MU,2020-04-19 06:37:54,-20.01,57.66,82.4,58,20,11.41,few clouds,0.0,0.0
384,Rocha,UY,2020-04-19 06:37:54,-34.48,-54.33,57.78,92,0,7.65,clear sky,0.0,0.0
385,Wagar,SD,2020-04-19 06:37:54,16.15,36.2,84.4,20,8,9.82,clear sky,0.0,0.0
386,Susaki,JP,2020-04-19 06:37:55,33.37,133.28,64.4,52,75,6.93,broken clouds,0.0,0.0
387,Havoysund,NO,2020-04-19 06:37:55,71.0,24.66,37.4,93,93,26.4,light rain,0.15,0.0
388,Ajdabiya,LY,2020-04-19 06:37:55,30.76,20.23,62.94,59,23,8.01,few clouds,0.0,0.0
389,Lucapa,AO,2020-04-19 06:37:55,-8.42,20.74,65.88,74,98,2.64,light rain,0.19,0.0
390,Bjornevatn,NO,2020-04-19 06:37:55,69.67,29.98,33.8,86,100,8.05,light rain,0.11,0.0
391,Alice Springs,AU,2020-04-19 06:37:56,-23.7,133.88,95.0,16,36,4.7,scattered clouds,0.0,0.0
392,Monster,NL,2020-04-19 06:37:56,52.03,4.17,48.99,70,91,3.0,overcast clouds,0.0,0.0
393,Rabo De Peixe,PT,2020-04-19 06:37:56,37.8,-25.58,60.8,93,75,8.05,broken clouds,0.0,0.0
394,Harper,LR,2020-04-19 06:37:56,4.38,-7.72,79.56,84,100,6.64,light rain,0.29,0.0
395,Ancud,CL,2020-04-19 06:37:56,-41.87,-73.82,50.0,81,40,8.05,scattered clouds,0.0,0.0
396,Lianran,CN,2020-04-19 06:37:57,24.92,102.48,81.0,31,40,20.13,scattered clouds,0.0,0.0
397,Warmbad,NA,2020-04-19 06:37:57,-28.45,18.73,72.59,17,17,6.55,few clouds,0.0,0.0
398,Pierre,US,2020-04-19 06:37:57,44.37,-100.35,41.0,60,1,12.75,clear sky,0.0,0.0
399,Willowmore,ZA,2020-04-19 06:37:57,-33.29,23.49,67.44,24,45,4.81,scattered clouds,0.0,0.0
400,Port Hardy,CA,2020-04-19 06:37:58,50.7,-127.42,46.4,93,90,4.7,mist,0.0,0.0
401,General Roca,AR,2020-04-19 06:37:58,-39.03,-67.58,64.4,42,26,10.29,scattered clouds,0.0,0.0
402,San Isidro,PE,2020-04-19 06:37:58,-12.12,-77.05,68.0,88,12,5.82,few clouds,0.0,0.0
403,Kalmunai,LK,2020-04-19 06:37:58,7.42,81.82,88.36,61,52,7.54,broken clouds,0.0,0.0
404,Buraydah,SA,2020-04-19 06:35:52,26.33,43.98,66.2,82,40,9.17,scattered clouds,0.0,0.0
405,Aloleng,PH,2020-04-19 06:37:59,16.13,119.78,88.12,63,67,12.24,broken clouds,0.0,0.0
406,Aguimes,ES,2020-04-19 06:37:59,27.91,-15.45,62.6,77,75,9.17,broken clouds,0.0,0.0
407,Kurilsk,RU,2020-04-19 06:37:59,45.23,147.88,39.74,70,96,5.5,overcast clouds,0.0,0.0
408,Vila Franca Do Campo,PT,2020-04-19 06:37:59,37.72,-25.43,60.8,93,75,8.05,broken clouds,0.0,0.0
409,Bambanglipuro,ID,2020-04-19 06:38:00,-7.95,110.28,86.31,66,89,6.33,light rain,0.19,0.0
410,Imbituba,BR,2020-04-19 06:38:00,-28.24,-48.67,64.4,93,19,2.24,few clouds,0.0,0.0
411,Zonguldak,TR,2020-04-19 06:38:00,41.25,31.83,59.49,46,21,2.55,few clouds,0.0,0.0
412,Kaitangata,NZ,2020-04-19 06:38:00,-46.28,169.85,52.0,61,64,3.0,light rain,0.17,0.0
413,Pangai,TO,2020-04-19 06:38:00,-19.8,-174.35,80.04,82,33,20.2,scattered clouds,0.0,0.0
414,Hamilton,US,2020-04-19 06:36:48,39.18,-84.53,44.01,80,1,6.93,clear sky,0.0,0.0
415,Dalvik,IS,2020-04-19 06:38:01,65.97,-18.53,35.6,93,90,11.41,drizzle,0.0,0.0
416,Nhulunbuy,AU,2020-04-19 06:38:01,-12.23,136.77,87.8,62,40,10.29,scattered clouds,0.0,0.0
417,Serenje,ZM,2020-04-19 06:38:01,-13.23,30.24,61.99,58,65,10.51,light rain,0.11,0.0
418,Nuuk,GL,2020-04-19 06:37:52,64.18,-51.72,24.8,73,99,14.99,light shower snow,0.0,0.0
419,Mweka,CD,2020-04-19 06:38:02,-4.85,21.57,70.72,84,100,3.18,light rain,1.3,0.0
420,Skjervoy,NO,2020-04-19 06:38:02,70.03,20.97,40.21,93,100,23.47,light rain,0.24,0.0
421,Ewa Beach,US,2020-04-19 06:38:02,21.32,-158.01,75.2,60,20,11.41,few clouds,0.0,0.0
422,Qasigiannguit,GL,2020-04-19 06:38:02,68.82,-51.19,21.2,62,85,21.92,light snow,0.0,0.0
423,Thinadhoo,MV,2020-04-19 06:38:02,0.53,72.93,84.47,74,100,10.92,overcast clouds,0.0,0.0
424,Boden,SE,2020-04-19 06:38:03,65.83,21.69,37.4,74,17,4.7,few clouds,0.0,0.0
425,Chudovo,RU,2020-04-19 06:38:03,59.12,31.68,36.59,84,94,7.78,overcast clouds,0.0,0.0
426,Boysun,UZ,2020-04-19 06:38:03,38.21,67.2,62.37,26,60,2.42,broken clouds,0.0,0.0
427,Talaya,RU,2020-04-19 06:38:03,61.38,152.75,2.25,81,100,13.27,light snow,0.0,0.15
428,Terney,RU,2020-04-19 06:38:03,45.05,136.61,47.53,56,24,4.81,few clouds,0.0,0.0
429,Fukue,JP,2020-04-19 06:38:04,32.69,128.84,55.4,100,75,9.17,shower rain,0.0,0.0
430,Nanortalik,GL,2020-04-19 06:33:42,60.14,-45.24,27.84,92,83,7.05,light snow,0.0,0.26
431,Nizip,TR,2020-04-19 06:38:04,37.01,37.79,68.0,49,9,1.32,clear sky,0.0,0.0
432,Dunedin,NZ,2020-04-19 06:37:10,-45.87,170.5,53.01,62,31,14.54,light rain,0.11,0.0
433,Tautira,PF,2020-04-19 06:38:05,-17.73,-149.15,78.8,88,75,4.7,broken clouds,0.0,0.0
434,Carutapera,BR,2020-04-19 06:38:05,-1.2,-46.02,78.35,83,100,3.04,overcast clouds,0.0,0.0
435,Gojo,JP,2020-04-19 06:38:05,34.35,135.7,64.4,55,75,2.24,broken clouds,0.0,0.0
436,Cabra,ES,2020-04-19 06:38:05,37.47,-4.44,57.99,93,100,2.24,light rain,1.19,0.0
437,Tura,IN,2020-04-19 06:38:05,25.52,90.22,82.08,57,74,6.62,broken clouds,0.0,0.0
438,Road Town,VG,2020-04-19 06:33:57,18.42,-64.62,80.01,84,5,15.99,clear sky,0.0,0.0
439,Kontagora,NG,2020-04-19 06:38:06,10.4,5.47,80.15,59,36,5.03,scattered clouds,0.0,0.0
440,Namatanai,PG,2020-04-19 06:38:06,-3.67,152.43,83.84,73,75,7.36,light rain,0.55,0.0
441,Asau,RO,2020-04-19 06:38:06,46.43,26.4,46.4,52,94,6.93,overcast clouds,0.0,0.0
442,Shimoda,JP,2020-04-19 06:38:06,34.67,138.95,68.0,56,40,8.05,scattered clouds,0.0,0.0
443,Nechi,CO,2020-04-19 06:38:06,8.09,-74.78,75.72,92,100,1.77,light rain,2.6,0.0
444,Hovd,MN,2020-04-19 06:38:07,48.01,91.64,44.01,29,0,4.9,clear sky,0.0,0.0
445,Baddomalhi,PK,2020-04-19 06:38:07,31.99,74.67,84.2,51,20,2.24,haze,0.0,0.0
446,Abu Samrah,SY,2020-04-19 06:38:07,35.3,37.18,69.69,37,40,0.54,scattered clouds,0.0,0.0
447,Aleksandrov Gay,RU,2020-04-19 06:38:07,50.15,48.57,48.43,51,77,2.24,broken clouds,0.0,0.0
448,Nieuw Nickerie,SR,2020-04-19 06:38:08,5.95,-56.98,79.86,82,81,9.93,light rain,0.34,0.0
449,Qom,IR,2020-04-19 06:38:08,34.64,50.88,68.56,30,99,1.95,overcast clouds,0.0,0.0
450,Pangkalanbuun,ID,2020-04-19 06:38:08,-2.68,111.62,78.35,91,100,5.21,light rain,2.21,0.0
451,Mabaruma,GY,2020-04-19 06:38:08,8.2,-59.78,75.15,90,22,5.46,few clouds,0.0,0.0
452,Puerto Carreno,CO,2020-04-19 06:38:09,6.19,-67.49,76.53,84,100,15.66,light rain,1.95,0.0
453,Caravelas,BR,2020-04-19 06:33:30,-17.71,-39.25,75.47,80,87,14.09,overcast clouds,0.0,0.0
454,Urumqi,CN,2020-04-19 06:36:11,43.8,87.6,69.8,30,3,6.71,clear sky,0.0,0.0
455,Sioux Lookout,CA,2020-04-19 06:38:10,50.1,-91.92,26.6,41,90,11.41,overcast clouds,0.0,0.0
456,Chepo,PA,2020-04-19 06:38:10,9.17,-79.1,77.13,82,88,6.85,overcast clouds,0.0,0.0
457,Hrebinka,UA,2020-04-19 06:38:10,50.12,32.44,45.57,54,93,5.44,overcast clouds,0.0,0.0
458,Teya,RU,2020-04-19 06:38:10,60.38,92.63,41.76,60,1,6.42,clear sky,0.0,0.0
459,Charters Towers,AU,2020-04-19 06:38:11,-20.1,146.27,91.17,29,14,4.65,few clouds,0.0,0.0
460,Padang,ID,2020-04-19 06:38:11,-0.95,100.35,85.6,73,18,3.83,moderate rain,3.72,0.0
461,Prince Rupert,CA,2020-04-19 06:38:11,54.32,-130.32,42.8,100,1,1.07,clear sky,0.0,0.0
462,Kasane,BW,2020-04-19 06:38:11,-17.82,25.15,71.6,68,88,10.29,overcast clouds,0.0,0.0
463,Adelaide,AU,2020-04-19 06:33:21,-34.93,138.6,71.01,56,99,6.93,overcast clouds,0.0,0.0
464,Dire,ML,2020-04-19 06:38:12,12.28,-10.97,78.22,27,45,2.21,scattered clouds,0.0,0.0
465,Baruun-Urt,MN,2020-04-19 06:38:12,46.68,113.28,41.34,38,95,17.83,overcast clouds,0.0,0.0
466,Lumphat,KH,2020-04-19 06:38:12,13.49,106.98,94.48,47,55,4.94,light rain,0.14,0.0
467,Sao Filipe,CV,2020-04-19 06:38:12,14.9,-24.5,70.83,71,6,15.46,clear sky,0.0,0.0
468,Pathein,MM,2020-04-19 06:38:12,16.78,94.73,97.99,29,0,8.14,clear sky,0.0,0.0
